Root,Root,Root,Root,Hips,Hips,Hips,Hips,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftShin,LeftShin,LeftShin,LeftShin,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftToe,LeftToe,LeftToe,LeftToe,RightThigh,RightThigh,RightThigh,RightThigh,RightShin,RightShin,RightShin,RightShin,RightFoot,RightFoot,RightFoot,RightFoot,RightToe,RightToe,RightToe,RightToe,Spine1,Spine1,Spine1,Spine1,Spine2,Spine2,Spine2,Spine2,Spine3,Spine3,Spine3,Spine3,Spine4,Spine4,Spine4,Spine4,LeftShoulder,LeftShoulder,LeftShoulder,LeftShoulder,LeftArm,LeftArm,LeftArm,LeftArm,LeftForeArm,LeftForeArm,LeftForeArm,LeftForeArm,LeftHand,LeftHand,LeftHand,LeftHand,Neck,Neck,Neck,Neck,Head,Head,Head,Head,RightShoulder,RightShoulder,RightShoulder,RightShoulder,RightArm,RightArm,RightArm,RightArm,RightForeArm,RightForeArm,RightForeArm,RightForeArm,RightHand,RightHand,RightHand,RightHand,MotionType
6.66E-08,0,0,1,-0.03861863,0.08491205,0.007178183,0.9956139,0.07235584,-0.650363,0.08319773,-0.7515788,-4.97E-08,-0.000120042,0.1891506,0.9819483,-0.5794635,-0.4360257,0.4653308,-0.5075151,-0.00972887,4.10E-08,-1.89E-08,0.999953,-0.06332891,-0.7475108,0.07782145,0.6566285,-1.12E-06,0.002259102,-0.3936964,0.9192383,-0.6050051,0.3525529,-0.468084,-0.5390491,-0.004272788,1.31E-05,0.003070144,0.9999868,0.003301293,-0.01535033,0.9998667,-0.004509567,-0.01535443,-0.003302204,0.004510729,0.9998666,-0.01539643,-0.003311207,0.004523056,0.999866,0,0,0,1.000001,0.1057919,0.1167057,0.7099605,0.6863999,0.5178828,-0.5433961,-0.4055707,-0.5215662,-0.01181007,0.1035442,-0.1406094,0.9845654,0.02559453,0.182069,-0.06865825,0.9805523,-0.07948045,0.01444285,-0.001029379,0.9967317,-0.07948047,0.0144428,-0.00102938,0.9967316,0.07797384,-0.0787687,-0.713906,0.6914151,-0.4524937,-0.5095952,-0.5194853,0.5154593,-0.0239451,-0.1318936,0.1041664,0.9854853,0.04440341,-0.1569921,0.07307376,0.9838919,1
6.66E-08,0,0,1,-0.03814916,0.08473795,0.007936169,0.9956411,0.07200313,-0.6503132,0.08248925,-0.7517339,8.60E-08,-0.000119673,0.1898376,0.9818155,-0.5813988,-0.4344778,0.4649202,-0.5070046,-0.009467846,-8.36E-08,-5.98E-08,0.9999552,-0.06586168,-0.7446308,0.07998157,0.6593863,-8.69E-07,0.001960307,-0.3884264,0.9214778,-0.6110569,0.3492343,-0.4647567,-0.5372586,-0.004633316,9.77E-08,4.29E-07,0.9999898,0.003765502,-0.01520638,0.9998675,-0.004445693,-0.01521044,-0.00376653,0.004446837,0.9998676,-0.01525205,-0.003776849,0.00445901,0.9998668,0,0,0,1,0.1053767,0.1165027,0.709867,0.6865947,0.5184774,-0.5423006,-0.4031646,-0.5239758,-0.01270315,0.1040489,-0.1430614,0.9841478,0.02595937,0.1826197,-0.06944881,0.9803847,-0.07912885,0.01471182,-0.001309417,0.9967552,-0.07912874,0.01471183,-0.001309417,0.9967554,0.07784386,-0.0797075,-0.7141035,0.6911178,-0.4514917,-0.5094453,-0.5209355,0.5150224,-0.02257136,-0.133326,0.1022879,0.9855217,0.04436082,-0.1581616,0.07283248,0.9837242,1
6.66E-08,0,0,1,-0.03759421,0.08453233,0.008822487,0.9956722,0.07133482,-0.6500891,0.08175453,-0.7520717,1.27E-07,-0.000113875,0.1899536,0.9817933,-0.5835761,-0.4335492,0.4645279,-0.5056565,-0.009782805,-1.06E-09,-9.66E-08,0.9999523,-0.06820731,-0.7417951,0.08141083,0.6621634,-8.05E-07,0.001567581,-0.381249,0.9244714,-0.6155956,0.3468143,-0.4626131,-0.5354922,-0.003955476,3.92E-08,-2.54E-07,0.9999926,0.004177701,-0.014942,0.9998703,-0.004320872,-0.01494589,-0.004178779,0.004321964,0.9998702,-0.01498687,-0.004190272,0.004333804,0.9998696,0,0,0,1,0.1047252,0.1164981,0.7096558,0.6869131,0.51903,-0.5410132,-0.4011593,-0.5262929,-0.01351131,0.1043887,-0.1456468,0.9837217,0.02632556,0.1831436,-0.07014322,0.9802275,-0.07901278,0.01492285,-0.001615096,0.9967607,-0.0790128,0.01492276,-0.001615108,0.9967608,0.07746725,-0.07994796,-0.7138478,0.6913962,-0.4502414,-0.5092385,-0.5232568,0.5139667,-0.02109651,-0.133848,0.1006835,0.9856489,0.0443869,-0.1586134,0.07238456,0.9836835,1
6.66E-08,0,0,1,-0.03673612,0.08328555,0.01082492,0.9957896,0.07017013,-0.6511297,0.08206517,-0.7512469,-9.07E-08,-0.000112288,0.1900705,0.9817706,-0.5858206,-0.4323432,0.4638389,-0.5047252,-0.01006723,3.47E-08,1.01E-07,0.9999496,-0.07104899,-0.7382818,0.08140822,0.6657816,-5.97E-07,0.001207078,-0.3719206,0.9282641,-0.6185604,0.3453855,-0.4616232,-0.5338506,-0.003403118,3.38E-08,1.57E-07,0.9999945,0.004856343,-0.01454988,0.9998752,-0.003813807,-0.01455354,-0.004857559,0.003814728,0.9998752,-0.01459359,-0.004870916,0.003825226,0.9998747,0,0,0,1,0.103858,0.116591,0.7092971,0.6874001,0.519646,-0.5395617,-0.399531,-0.5284102,-0.01414119,0.1044014,-0.1482424,0.9833236,0.02676661,0.183552,-0.07086601,0.9800874,-0.07907796,0.01503784,-0.001946501,0.9967535,-0.07907797,0.01503778,-0.0019465,0.9967536,0.07725389,-0.08053369,-0.7136536,0.691553,-0.4491928,-0.5093065,-0.5252826,0.5127495,-0.01951633,-0.133733,0.0990361,0.9858638,0.0443582,-0.1584555,0.07175198,0.9837564,1
6.66E-08,0,0,1,-0.03529845,0.08236712,0.01274806,0.9958951,0.06893561,-0.6520851,0.08242942,-0.7504919,-9.15E-08,-0.000110807,0.1891883,0.9819408,-0.5874565,-0.4309351,0.4627791,-0.5050002,-0.009755199,3.19E-08,9.58E-09,0.9999522,-0.0740523,-0.7346233,0.08133464,0.6694995,-4.68E-07,0.001058122,-0.3611679,0.9325003,-0.6199859,0.345282,-0.4623243,-0.5316523,-0.002962566,-6.64E-08,2.93E-07,0.9999958,0.005229428,-0.01397892,0.9998826,-0.003450593,-0.01398222,-0.005230641,0.003451357,0.9998826,-0.01402091,-0.005245141,0.003460909,0.9998822,0,0,0,1,0.1027182,0.1162718,0.7086318,0.6883108,0.5196715,-0.5383379,-0.3994718,-0.5296767,-0.01393118,0.1044753,-0.1522271,0.9827099,0.02726869,0.1837282,-0.07148285,0.9799955,-0.07869534,0.0162857,-0.001050545,0.9967655,-0.07869533,0.0162858,-0.00105055,0.9967655,0.07765422,-0.08138787,-0.7137839,0.6912735,-0.448139,-0.5097278,-0.5271909,0.5112918,-0.01796455,-0.133063,0.09756833,0.9861301,0.04437697,-0.1578891,0.07081641,0.9839143,1
6.66E-08,0,0,1,-0.03392111,0.08101691,0.01494233,0.9960233,0.06733792,-0.6530827,0.08296071,-0.7497108,-6.61E-08,-0.000108205,0.1878543,0.9821971,-0.5886785,-0.4299337,0.4618407,-0.5052904,-0.009471012,-1.58E-09,-7.45E-08,0.9999555,-0.07718562,-0.7309459,0.08033822,0.6732804,-4.55E-07,0.000819612,-0.3490163,0.9371164,-0.6205614,0.3458656,-0.4638758,-0.5292451,-0.002605292,-5.10E-08,2.66E-07,0.999997,0.005724765,-0.01345644,0.9998887,-0.002979532,-0.01345943,-0.005726061,0.002980163,0.9998887,-0.01349685,-0.005742,0.002988438,0.9998882,0,0,0,1,0.1016644,0.1159087,0.707942,0.6892374,0.5195751,-0.5370697,-0.399714,-0.530874,-0.01463118,0.1056297,-0.1526831,0.9825055,0.03047946,0.1824617,-0.0750007,0.9798747,-0.07887701,0.01611138,-0.001610526,0.9967533,-0.07887707,0.01611127,-0.001610534,0.9967532,0.07822901,-0.08246894,-0.7138978,0.6909631,-0.4472898,-0.5103155,-0.5288183,0.5097669,-0.01649878,-0.1320759,0.09617238,0.9864257,0.04433944,-0.1570794,0.06988713,0.9841121,1
6.66E-08,0,0,1,-0.03253537,0.07987738,0.01694603,0.9961295,0.0656087,-0.6539308,0.08321412,-0.7490965,7.09E-08,-0.000103235,0.185812,0.9825855,-0.5900061,-0.429526,0.4607685,-0.5050674,-0.009631372,8.80E-08,-2.82E-09,0.999954,-0.07993953,-0.7271371,0.07891724,0.6772397,-2.75E-07,0.000684002,-0.3354173,0.9420696,-0.6202428,0.3481452,-0.4667768,-0.5255606,-0.002306789,6.91E-08,1.57E-07,0.999998,0.006103388,-0.0128699,0.9998953,-0.002591546,-0.01287259,-0.006104659,0.002592062,0.9998952,-0.01290855,-0.006121702,0.002599277,0.9998947,0,0,0,1,0.10095,0.1162403,0.7076559,0.6895805,0.5196036,-0.5363662,-0.3991203,-0.5320031,-0.01599989,0.1074567,-0.1500395,0.9826933,0.03499182,0.1800724,-0.08124693,0.9796681,-0.07921101,0.01586128,-0.002209637,0.9967296,-0.07921104,0.01586132,-0.002209633,0.9967296,0.0787471,-0.0835997,-0.7139601,0.6907036,-0.4463561,-0.5108356,-0.5305477,0.5082646,-0.01523576,-0.130967,0.09488929,0.9867178,0.04428624,-0.156021,0.06885577,0.9843554,1
6.66E-08,0,0,1,-0.03108074,0.07932402,0.01840187,0.9961943,0.06412785,-0.6538743,0.08326516,-0.7492684,4.03E-08,-9.87E-05,0.1834898,0.9830219,-0.5907481,-0.4293314,0.4599249,-0.5051345,-0.009544348,-1.09E-08,-8.66E-09,0.9999547,-0.08221725,-0.7232707,0.07748487,0.6812606,-1.09E-07,0.000649233,-0.3206453,0.9471993,-0.6188306,0.3526506,-0.4713161,-0.5201421,-0.00206554,-2.15E-08,-5.68E-08,0.9999979,0.006351596,-0.01220106,0.9999029,-0.002282131,-0.01220343,-0.006352859,0.002282537,0.9999029,-0.0122377,-0.006370661,0.002288945,0.9999023,0,0,0,1,0.1006497,0.1173341,0.7078323,0.6892579,0.5200408,-0.5358613,-0.3971631,-0.5335473,-0.01769059,0.1085331,-0.1472395,0.9829694,0.03570756,0.1834943,-0.07954327,0.9791467,-0.07966082,0.0156689,-0.002631471,0.9966956,-0.0796608,0.01566887,-0.002631476,0.9966956,0.07908648,-0.08491143,-0.713958,0.6905068,-0.4479759,-0.5137461,-0.526625,0.5079852,-0.01716877,-0.1250933,0.09075651,0.9878365,0.04402483,-0.1545604,0.06775575,0.9846742,1
6.66E-08,0,0,1,-0.02974448,0.07904086,0.0194828,0.9962371,0.06291556,-0.6535807,0.08328532,-0.7496251,-7.43E-08,-9.52E-05,0.1814992,0.9833914,-0.5912964,-0.4288781,0.4592215,-0.5055179,-0.009327267,1.08E-07,-9.95E-08,0.9999567,-0.08370445,-0.7189724,0.07576617,0.6858077,-2.47E-07,0.00066069,-0.3047323,0.9524381,-0.6155339,0.3595622,-0.4779994,-0.5131767,-0.001895052,-2.43E-08,-2.59E-07,0.9999986,0.006671563,-0.01157634,0.9999089,-0.001968982,-0.01157846,-0.0066728,0.001969304,0.999909,-0.01161112,-0.006691605,0.001974853,0.9999087,0,0,0,1,0.1004158,0.1184415,0.7080457,0.6888834,0.5202768,-0.535094,-0.3958864,-0.5350338,-0.01801121,0.1069322,-0.1503947,0.9826615,0.03667585,0.1825238,-0.07987437,0.9792657,-0.08010104,0.01570698,-0.002832985,0.9966595,-0.08010107,0.01570702,-0.002832929,0.9966595,0.07904498,-0.08574721,-0.7137058,0.6906695,-0.4470142,-0.5141391,-0.5280433,0.5069627,-0.01447526,-0.1274053,0.0924998,0.9874229,0.04192248,-0.1488574,0.06405801,0.9858915,1
6.66E-08,0,0,1,-0.02880061,0.07871126,0.02034392,0.9962737,0.06172182,-0.6533281,0.0832089,-0.7499527,4.59E-08,-9.28E-05,0.1799009,0.9836848,-0.5918444,-0.4285477,0.4585177,-0.5057956,-0.009086796,2.92E-08,9.00E-09,0.9999591,-0.08430067,-0.7142253,0.07345588,0.690927,-1.86E-07,0.000616684,-0.2880141,0.9576262,-0.6095075,0.3683132,-0.4868734,-0.5057673,-0.001805348,-5.61E-08,-4.11E-07,0.9999985,0.006963113,-0.01107892,0.999913,-0.001747531,-0.01108086,-0.006964326,0.001747792,0.9999131,-0.0111122,-0.006983981,0.001752744,0.9999127,0,0,0,1,0.1001323,0.1193785,0.7082344,0.6885689,0.5203876,-0.5343869,-0.3948224,-0.5364174,-0.01843096,0.1050275,-0.1535088,0.9823778,0.03802147,0.1812278,-0.08008038,0.9794382,-0.08056106,0.01568878,-0.003025871,0.9966221,-0.08056105,0.0156889,-0.003025864,0.996622,0.07907659,-0.08657947,-0.7134594,0.6908165,-0.4460244,-0.5144374,-0.529428,0.5060859,-0.01208339,-0.1294346,0.09412181,0.9870374,0.04023518,-0.14302,0.06057345,0.9870453,1
6.66E-08,0,0,1,-0.02804954,0.07835757,0.02109881,0.9963073,0.06047779,-0.653099,0.08311144,-0.7502644,-1.07E-07,-8.96E-05,0.1783324,0.9839702,-0.5921707,-0.4285,0.4577964,-0.506107,-0.008712886,9.12E-08,2.65E-08,0.9999622,-0.08445174,-0.7095742,0.0706609,0.695974,-9.64E-08,0.000479524,-0.2710651,0.9625613,-0.6005323,0.3779655,-0.4970569,-0.4994381,-0.001778282,-3.03E-08,-1.80E-07,0.9999987,0.007240734,-0.01065014,0.999916,-0.001591097,-0.01065195,-0.007241972,0.001591324,0.9999161,-0.01068213,-0.007262507,0.001595826,0.9999157,0,0,0,1,0.1001036,0.1203937,0.7085059,0.688117,0.5204041,-0.5340812,-0.3937109,-0.5375218,-0.01888148,0.1028383,-0.1566322,0.9821076,0.03949046,0.1796715,-0.08033054,0.9796466,-0.08099136,0.01568311,-0.003249287,0.9965866,-0.08099134,0.01568317,-0.003249267,0.9965865,0.07895691,-0.08732066,-0.7133285,0.6908721,-0.444987,-0.5146336,-0.5307314,0.5054344,-0.01163032,-0.1279809,0.09324124,0.9873161,0.04046938,-0.1410092,0.05961104,0.9873838,1
6.66E-08,0,0,1,-0.02737133,0.07790832,0.0217262,0.9963479,0.05914417,-0.6529649,0.08288748,-0.7505124,5.15E-08,-8.42E-05,0.176368,0.9843246,-0.5922022,-0.4285237,0.4570556,-0.5067192,-0.008316317,7.18E-09,2.62E-08,0.9999654,-0.08445346,-0.7053773,0.06764401,0.7005247,-2.75E-08,0.000288103,-0.2545277,0.9670656,-0.589325,0.3878962,-0.5071443,-0.4950129,-0.001774225,-3.94E-08,-6.68E-08,0.9999987,0.007504927,-0.01025813,0.9999182,-0.001473133,-0.01025981,-0.007506155,0.001473319,0.9999182,-0.01028893,-0.007527399,0.001477507,0.9999179,0,0,0,1,0.09993946,0.1208429,0.7085668,0.687999,0.5203215,-0.5336748,-0.3931421,-0.5384206,-0.01947009,0.1004335,-0.1595329,0.9818776,0.04110513,0.1777866,-0.08059,0.979902,-0.08134727,0.01563623,-0.003457751,0.9965574,-0.08134723,0.01563633,-0.003457746,0.9965574,0.07883042,-0.08803439,-0.713244,0.6908828,-0.4439794,-0.5147324,-0.5319141,0.504976,-0.01127308,-0.1265102,0.09244723,0.987584,0.04060616,-0.139813,0.05889289,0.9875908,1
6.66E-08,0,0,1,-0.0267877,0.07714237,0.02236302,0.9964092,0.05764734,-0.6531811,0.08257601,-0.7504748,-1.99E-08,-7.79E-05,0.1739777,0.9847498,-0.5922415,-0.428561,0.4561717,-0.5074384,-0.008175074,-2.00E-09,6.32E-11,0.999967,-0.08434313,-0.7017031,0.06433544,0.704528,-4.99E-08,6.50E-05,-0.2385505,0.9711301,-0.5772327,0.3977953,-0.515922,-0.4923273,-0.001763957,5.14E-07,0.000314507,0.9999986,0.007843174,-0.009903438,0.9999193,-0.001350095,-0.009905032,-0.007844478,0.001350287,0.9999194,-0.009933173,-0.007866684,0.001354116,0.9999191,0,0,0,1,0.09928473,0.1207103,0.7082701,0.6884227,0.5200285,-0.5328928,-0.3934051,-0.5392855,-0.02044165,0.09652358,-0.1638151,0.9815452,0.04225946,0.1769959,-0.07948384,0.9800866,-0.08166666,0.0156184,-0.003687519,0.9965308,-0.08166659,0.01561838,-0.003687527,0.9965308,0.07863934,-0.08873702,-0.7132051,0.6908549,-0.4430498,-0.5147485,-0.5329753,0.5046569,-0.01097807,-0.1251692,0.0918975,0.9878094,0.04167385,-0.1427857,0.06220595,0.9869179,1
6.66E-08,0,0,1,-0.02633575,0.07630392,0.0227533,0.9964771,0.05627751,-0.6536404,0.0821626,-0.7502245,1.31E-07,-7.17E-05,0.1716155,0.9851643,-0.5923074,-0.4286148,0.4553311,-0.5080706,-0.008267075,-7.52E-08,1.65E-07,0.9999664,-0.0840656,-0.6989464,0.06106717,0.707586,-3.00E-08,-0.000312164,-0.2235444,0.9746938,-0.5659171,0.4071815,-0.5228084,-0.4905228,-0.001775071,3.00E-06,0.001733678,0.9999971,0.008181635,-0.009578548,0.99992,-0.001307873,-0.009580093,-0.00818294,0.001308042,0.99992,-0.009607321,-0.008206208,0.001311754,0.9999195,0,0,0,1,0.0986293,0.1206148,0.7079431,0.6888694,0.5197974,-0.53227,-0.39361,-0.539973,-0.02134338,0.09404513,-0.1661507,0.9813738,0.04415618,0.1743937,-0.08005011,0.9804231,-0.08201145,0.0155964,-0.003882672,0.9965019,-0.08201136,0.01559639,-0.003882685,0.9965021,0.07843302,-0.08945969,-0.7131711,0.6908205,-0.4422988,-0.5147268,-0.5339094,0.5043512,-0.01072129,-0.1241317,0.09157537,0.9879735,0.04408019,-0.1494785,0.0683694,0.9854136,1
6.66E-08,0,0,1,-0.02600258,0.07559035,0.02287181,0.9965374,0.05518836,-0.6542505,0.08180787,-0.7498121,-3.94E-08,-6.57E-05,0.1697131,0.9854938,-0.592161,-0.4278263,0.4543408,-0.5097892,-0.007896629,3.69E-08,-6.48E-09,0.9999691,-0.08370408,-0.6982769,0.05772418,0.7085697,2.97E-07,-0.000989065,-0.2093892,0.9778319,-0.5571249,0.4150359,-0.5268142,-0.4897183,-0.001804534,4.94E-06,0.00272397,0.9999949,0.008436542,-0.009267374,0.9999206,-0.001334579,-0.009268857,-0.008437868,0.00133476,0.9999208,-0.009295211,-0.008461854,0.001338547,0.9999202,0,0,0,1,0.09791694,0.12056,0.7076311,0.6893013,0.519689,-0.5317992,-0.3936707,-0.5404971,-0.0222297,0.0915557,-0.1681764,0.9812444,0.04598437,0.171471,-0.08068636,0.9808024,-0.082308,0.01557808,-0.00407951,0.9964768,-0.08230806,0.01557811,-0.004079506,0.9964772,0.07819061,-0.0902451,-0.7131072,0.6908115,-0.4416928,-0.5146078,-0.5346978,0.5041675,-0.01050976,-0.1236195,0.09129435,0.9880657,0.04641553,-0.1555692,0.07363822,0.9839828,1
6.66E-08,0,0,1,-0.02575678,0.07501413,0.0229049,0.9965866,0.05453292,-0.6549228,0.08193865,-0.7492586,3.16E-08,-6.18E-05,0.1691291,0.9855939,-0.5923373,-0.426582,0.453722,-0.5111762,-0.007706886,4.34E-08,-1.36E-07,0.9999707,-0.08316339,-0.6987499,0.05431407,0.7084367,2.93E-07,-0.001485647,-0.1960211,0.9805987,-0.5506304,0.4223723,-0.5283755,-0.4891086,-0.001833608,5.88E-06,0.003244577,0.9999933,0.00863853,-0.00896207,0.9999217,-0.001385695,-0.008963483,-0.008639881,0.001385869,0.9999218,-0.008988995,-0.008664494,0.001389812,0.9999213,0,0,0,0.9999999,0.09725624,0.1206109,0.7073067,0.6897185,0.519658,-0.5315213,-0.3935724,-0.5408715,-0.02321887,0.08917075,-0.1698587,0.9811514,0.04781089,0.1683149,-0.08138725,0.9812037,-0.08254463,0.01560863,-0.004246418,0.9964563,-0.08254463,0.01560864,-0.004246428,0.9964564,0.07790521,-0.09098554,-0.7130752,0.6907795,-0.4412664,-0.5144122,-0.5353339,0.5040656,-0.0102469,-0.1235954,0.09095515,0.9881027,0.04840559,-0.1607094,0.07845493,0.9826877,1
6.66E-08,0,0,1,-0.02600676,0.07472456,0.02262199,0.9966084,0.0540179,-0.6560199,0.08171205,-0.7483605,1.10E-07,-6.22E-05,0.1692733,0.9855694,-0.593022,-0.4246924,0.4528593,-0.5127185,-0.007549609,-5.78E-08,-7.99E-09,0.9999719,-0.08191404,-0.7001082,0.05076882,0.7075038,3.74E-07,-0.001774569,-0.183449,0.9830279,-0.5463781,0.4296342,-0.5271472,-0.4888783,-0.00184621,6.05E-06,0.00327829,0.9999934,0.008741643,-0.008801722,0.999922,-0.001545425,-0.008803124,-0.008743026,0.001545631,0.9999222,-0.008828175,-0.008767907,0.001550012,0.9999218,0,0,0,1,0.09672754,0.1207155,0.7070171,0.6900719,0.5197036,-0.5314727,-0.3933292,-0.5410527,-0.02422497,0.08687065,-0.1712006,0.9811004,0.04955524,0.1651105,-0.08212197,0.9816008,-0.08266277,0.0157069,-0.004363249,0.9964447,-0.08266275,0.0157068,-0.00436326,0.9964448,0.07761098,-0.09160075,-0.7130876,0.6907191,-0.4409297,-0.5142348,-0.5358459,0.5039979,-0.009856133,-0.1238847,0.09066395,0.9880975,0.04987494,-0.1647835,0.08300979,0.9815649,1
6.66E-08,0,0,1,-0.02658173,0.07465333,0.02213131,0.9966095,0.05374873,-0.6569952,0.08130743,-0.7475678,-8.82E-08,-6.36E-05,0.1708635,0.9852948,-0.5943779,-0.422199,0.4524272,-0.5135884,-0.00749589,-7.91E-08,-4.49E-09,0.9999723,-0.08025182,-0.7026107,0.04728749,0.7054515,4.79E-07,-0.002018431,-0.1725623,0.9849966,-0.5448076,0.4362082,-0.52288,-0.4893914,-0.01553492,3.52E-08,4.70E-08,0.9998795,0.008782988,-0.008749527,0.9999217,-0.001766267,-0.008750904,-0.008784352,0.001766502,0.9999218,-0.008775803,-0.008809375,0.001771535,0.9999214,0,0,0,1,0.09645247,0.1209046,0.7067502,0.6903505,0.5198157,-0.5315924,-0.3929061,-0.5411347,-0.02532336,0.08479956,-0.1722494,0.9810699,0.05111335,0.1620115,-0.08275811,0.9819832,-0.08264924,0.01593408,-0.004482456,0.9964416,-0.08264916,0.01593407,-0.004482459,0.9964417,0.07724091,-0.09203192,-0.7131466,0.6906422,-0.4407269,-0.5140058,-0.5361969,0.5040354,-0.009549999,-0.1244268,0.09038478,0.9880579,0.05112224,-0.1681115,0.08709977,0.9805812,1
6.66E-08,0,0,1,-0.02723087,0.07471421,0.02162211,0.9965986,0.05359011,-0.6578528,0.08081838,-0.7468776,-1.25E-07,-6.52E-05,0.1728668,0.9849451,-0.5959346,-0.4196498,0.4521205,-0.5141429,-0.0074509,4.52E-08,3.87E-08,0.9999722,-0.07848517,-0.7041899,0.04423442,0.7042729,4.10E-07,-0.002017105,-0.1633743,0.9865623,-0.5439864,0.4440781,-0.5171019,-0.4893662,-0.01490368,-8.35E-08,1.68E-08,0.9998891,0.008798559,-0.008766884,0.9999208,-0.001964467,-0.008768271,-0.008799955,0.001964732,0.9999208,-0.008793212,-0.00882502,0.001970327,0.9999204,0,0,0,0.9999999,0.09641873,0.1210826,0.7066,0.6904774,0.5198794,-0.5318632,-0.3924748,-0.5411202,-0.02638816,0.08301548,-0.1731122,0.9810429,0.05244445,0.159202,-0.0833436,0.9823234,-0.08249412,0.01623995,-0.004567762,0.9964488,-0.08249412,0.01623983,-0.004567781,0.9964489,0.07690863,-0.09220964,-0.7131933,0.6906069,-0.4407316,-0.5137752,-0.5364232,0.5040252,-0.00916329,-0.1249699,0.09015874,0.9880135,0.05144732,-0.1685422,0.08648746,0.9805444,1
6.66E-08,0,0,1,-0.02806785,0.07489771,0.02092765,0.9965764,0.05318532,-0.6583526,0.07978959,-0.7465768,-4.75E-08,-6.52E-05,0.1743272,0.9846879,-0.5971814,-0.4174552,0.451906,-0.5146716,-0.007269297,1.17E-08,-5.67E-08,0.9999738,-0.0769866,-0.7055243,0.04206584,0.7032348,3.19E-07,-0.0016476,-0.157023,0.9875939,-0.5438988,0.4525433,-0.510263,-0.4888881,-0.01221512,-3.56E-08,2.13E-08,0.9999259,0.008828375,-0.00878842,0.9999201,-0.002183133,-0.00878984,-0.008829826,0.002183432,0.9999201,-0.008814821,-0.008854923,0.002189644,0.9999196,0,0,0,1,0.09651598,0.1216095,0.7064942,0.6904795,0.5199627,-0.5321475,-0.3919945,-0.5411084,-0.02745866,0.08163602,-0.1737764,0.9810116,0.05345459,0.1567951,-0.08376893,0.9826196,-0.08244006,0.01665854,-0.004563245,0.9964465,-0.08244009,0.01665859,-0.004563238,0.9964467,0.07635903,-0.09223472,-0.7131654,0.6906936,-0.4408466,-0.5135282,-0.5365085,0.504086,-0.0089527,-0.1255569,0.08999319,0.9879561,0.05219033,-0.1707566,0.08808135,0.9799799,1
6.66E-08,0,0,1,-0.0289921,0.07520061,0.02008373,0.9965445,0.05228848,-0.658397,0.07810811,-0.7467787,-3.31E-08,-6.29E-05,0.1745122,0.9846551,-0.5979001,-0.4157586,0.4517764,-0.515324,-0.007065868,1.02E-08,2.02E-08,0.9999753,-0.07596869,-0.7070166,0.04092707,0.7019125,3.68E-07,-0.001698456,-0.1536076,0.9881305,-0.5448439,0.4612565,-0.5020272,-0.4882177,-0.007582371,5.84E-08,3.91E-08,0.9999715,0.008840233,-0.008823227,0.9999192,-0.002393438,-0.008824662,-0.008841706,0.002393792,0.9999194,-0.00884972,-0.008866731,0.002400588,0.9999189,0,0,0,1,0.09676304,0.1222226,0.7064617,0.6903702,0.5201184,-0.5324177,-0.3915891,-0.5409869,-0.02848148,0.08061912,-0.1740543,0.9810172,0.05426807,0.1549164,-0.08414435,0.9828406,-0.08246531,0.01713838,-0.004426617,0.996437,-0.0824653,0.01713844,-0.004426594,0.9964368,0.07584485,-0.09206267,-0.713033,0.69091,-0.4411158,-0.5133561,-0.5364819,0.5040537,-0.008830526,-0.1260949,0.08982483,0.987904,0.05311914,-0.1741161,0.0914298,0.9790318,1
6.66E-08,0,0,1,-0.02990935,0.07558493,0.01903779,0.9965089,0.05090106,-0.658179,0.0758257,-0.7473018,4.14E-08,-5.74E-05,0.1733832,0.9848545,-0.5985328,-0.4139306,0.4511873,-0.5165753,-0.006911894,8.02E-08,4.38E-08,0.9999761,-0.07531571,-0.7085171,0.04067172,0.7004834,2.52E-07,-0.00181284,-0.1526837,0.9882736,-0.5464169,0.4707258,-0.4928319,-0.4867883,-0.00172627,-4.26E-08,2.57E-07,0.9999986,0.008803914,-0.008805939,0.9999192,-0.002601587,-0.008807369,-0.008805363,0.002601961,0.9999192,-0.008832382,-0.008830365,0.002609346,0.9999186,0,0,0,0.9999999,0.09690014,0.1229064,0.7065603,0.6901284,0.5201838,-0.5326175,-0.3913036,-0.5409342,-0.02940804,0.08002093,-0.174073,0.9810359,0.05475226,0.1536702,-0.08443931,0.9829843,-0.08262151,0.01761692,-0.004146305,0.9964169,-0.08262158,0.01761685,-0.004146306,0.996417,0.07540759,-0.09184811,-0.7127823,0.6912448,-0.441982,-0.5131156,-0.5360776,0.5039701,-0.008646257,-0.1263193,0.08915924,0.9879371,0.05402146,-0.1774013,0.09434782,0.9781151,1
