Root,Root,Root,Root,Hips,Hips,Hips,Hips,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftShin,LeftShin,LeftShin,LeftShin,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftToe,LeftToe,LeftToe,LeftToe,RightThigh,RightThigh,RightThigh,RightThigh,RightShin,RightShin,RightShin,RightShin,RightFoot,RightFoot,RightFoot,RightFoot,RightToe,RightToe,RightToe,RightToe,Spine1,Spine1,Spine1,Spine1,Spine2,Spine2,Spine2,Spine2,Spine3,Spine3,Spine3,Spine3,Spine4,Spine4,Spine4,Spine4,LeftShoulder,LeftShoulder,LeftShoulder,LeftShoulder,LeftArm,LeftArm,LeftArm,LeftArm,LeftForeArm,LeftForeArm,LeftForeArm,LeftForeArm,LeftHand,LeftHand,LeftHand,LeftHand,Neck,Neck,Neck,Neck,Head,Head,Head,Head,RightShoulder,RightShoulder,RightShoulder,RightShoulder,RightArm,RightArm,RightArm,RightArm,RightForeArm,RightForeArm,RightForeArm,RightForeArm,RightHand,RightHand,RightHand,RightHand,MotionType
6.66E-08,0,0,1,-0.008942935,0.1515482,0.02291246,0.9881439,0.09631087,-0.6733908,0.1818478,-0.7100709,9.33E-08,-4.66E-05,0.2435017,0.9699005,-0.5549401,-0.3970585,0.4844564,-0.5474379,-0.01587592,4.18E-08,-1.12E-07,0.9998744,0.02766806,-0.7419965,-0.05070769,0.6679106,4.18E-06,-0.01541287,-0.2287451,0.9733644,-0.5969219,0.3875367,-0.548187,-0.4393076,0.07729889,8.31E-08,-3.37E-08,0.9970084,-0.002872907,-0.01442658,0.9998747,0.005891334,-0.01443021,0.00287363,-0.005892863,0.9998745,-0.01446992,0.00288154,-0.005909071,0.9998737,0,0,0,1,0.09896829,0.09539589,0.7170131,0.6833721,0.48342,-0.5511155,-0.459325,-0.5015956,0.03191292,0.1138945,-0.07019362,0.9904966,0.04175055,0.2321153,-0.04026322,0.9709579,-0.06635786,0.002429505,-0.008150563,0.9977599,-0.0663579,0.002429412,-0.008150565,0.9977599,0.1429073,-0.1264779,-0.7130696,0.6746204,-0.4852084,-0.574788,-0.4305787,0.498792,-0.02133477,0.03842552,0.03517862,0.9984142,0.08267698,-0.1635026,0.05454059,0.9815584,1
6.66E-08,0,0,1,-0.008381422,0.15086,0.02331866,0.9882445,0.09572028,-0.6708738,0.1782493,-0.7134374,2.07E-08,-8.69E-05,0.2481254,0.9687279,-0.5577921,-0.3964538,0.4902143,-0.5397987,-0.01538841,-2.33E-08,-9.69E-08,0.9998818,0.02250593,-0.7443299,-0.04739174,0.6657481,4.63E-06,-0.01538057,-0.2469207,0.9689137,-0.5935078,0.3894292,-0.5389368,-0.4534763,0.09906252,2.28E-09,-1.55E-07,0.9950815,-0.00208954,-0.01360091,0.9998903,0.005504156,-0.01360392,0.002090031,-0.005505407,0.9998904,-0.01364176,0.002095831,-0.005520727,0.9998897,0,0,0,1,0.09913471,0.0957421,0.7164574,0.6838824,0.484046,-0.5506146,-0.4595938,-0.5012956,0.03319197,0.1112686,-0.0696647,0.9907904,0.04301742,0.2297061,-0.03915822,0.9715207,-0.06755436,0.002782812,-0.008020531,0.9976798,-0.0675543,0.002782745,-0.008020557,0.9976799,0.141945,-0.1269853,-0.7126559,0.6751654,-0.4839722,-0.575488,-0.4331257,0.496978,-0.01964219,0.04173236,0.03181029,0.9984298,0.08394561,-0.1640455,0.05347845,0.9814193,1
6.66E-08,0,0,1,-0.007498503,0.1499174,0.02325429,0.9883966,0.09532253,-0.6688399,0.1739757,-0.7164491,9.09E-09,-0.000120374,0.2518021,0.9677788,-0.5608767,-0.3966002,0.4951096,-0.5319704,-0.0146461,1.16E-07,1.90E-08,0.999893,0.01760382,-0.7420487,-0.04094744,0.6688627,5.17E-06,-0.01608314,-0.2671598,0.9635183,-0.5853868,0.3962521,-0.5312334,-0.4670101,0.125685,-6.30E-08,-3.39E-08,0.9920708,-0.001272354,-0.01258789,0.9999074,0.005019406,-0.01259022,0.001272614,-0.00502037,0.9999074,-0.01262569,0.001276152,-0.00503452,0.999907,0,0,0,1,0.09902689,0.09584564,0.7157986,0.6845731,0.4845516,-0.55026,-0.4601178,-0.5007153,0.03409254,0.1091572,-0.06947833,0.9910075,0.04432054,0.2272412,-0.037877,0.9720922,-0.0690441,0.003094206,-0.007904882,0.9975778,-0.06904411,0.00309421,-0.007904886,0.9975778,0.1413014,-0.1278546,-0.7119424,0.6758887,-0.483306,-0.5766606,-0.4352577,0.4943979,-0.01811371,0.04536827,0.02859669,0.9983971,0.08450762,-0.164296,0.05244457,0.9813846,1
6.66E-08,0,0,1,-0.006866085,0.1483351,0.02353334,0.9886333,0.09462187,-0.6680736,0.1694564,-0.7183377,-2.70E-08,-0.000150197,0.2549493,0.9669546,-0.5643332,-0.396158,0.4992223,-0.5247515,-0.01414401,3.63E-08,-1.70E-08,0.9999,0.0121683,-0.7373508,-0.03288215,0.6745995,5.78E-06,-0.01669227,-0.2890317,0.9571742,-0.5735486,0.406868,-0.5233108,-0.4812973,0.1564382,5.98E-08,1.83E-07,0.9876882,-0.000284924,-0.01159703,0.9999219,0.004681616,-0.01159885,0.000284936,-0.004682404,0.9999221,-0.01163187,0.000285737,-0.004695721,0.9999217,0,0,0,1,0.09846648,0.09579559,0.7150947,0.6853962,0.4849082,-0.5500156,-0.4607703,-0.5000386,0.03444499,0.1075526,-0.06968524,0.9911563,0.04565461,0.2248601,-0.03649643,0.9726368,-0.07081079,0.003286305,-0.007718681,0.9974548,-0.07081075,0.003286449,-0.007718666,0.9974548,0.1409376,-0.1290982,-0.711028,0.6766903,-0.483098,-0.5781596,-0.436965,0.4913347,-0.0167081,0.0488334,0.02555206,0.9983407,0.08434934,-0.1643438,0.05135085,0.9814478,1
6.66E-08,0,0,1,-0.005964275,0.1471692,0.02357478,0.9888124,0.0939856,-0.6678226,0.1645686,-0.7197896,-2.14E-08,-0.000170346,0.2570484,0.9663987,-0.5681561,-0.3948174,0.5025322,-0.5184395,-0.01402105,-6.96E-08,5.34E-08,0.9999018,0.006141714,-0.7311462,-0.0222772,0.6818294,6.47E-06,-0.01722027,-0.3124617,0.9497743,-0.5586087,0.4210141,-0.5147088,-0.4957602,0.1881414,-8.22E-09,-3.32E-08,0.9821417,0.000578276,-0.01044775,0.9999361,0.004291639,-0.01044909,-0.000578266,-0.004292232,0.9999361,-0.01047914,-0.00057995,-0.004304576,0.9999358,0,0,0,1,0.09753716,0.09567783,0.7143018,0.6863711,0.4850889,-0.5498753,-0.461446,-0.4993931,0.03409465,0.1064479,-0.07010158,0.9912579,0.04687187,0.2227681,-0.03535701,0.9731021,-0.07275027,0.003479328,-0.0074875,0.9973162,-0.07275023,0.003479379,-0.007487501,0.9973163,0.1408451,-0.1305539,-0.7099746,0.677536,-0.4816255,-0.5809296,-0.4387088,0.4879475,-0.0154786,0.04876211,0.0271704,0.9983211,0.08216809,-0.1620121,0.04718224,0.9822297,1
6.66E-08,0,0,1,-0.005536673,0.1454844,0.02314721,0.9890742,0.09318014,-0.6686127,0.1585469,-0.7205118,2.90E-09,-0.000182648,0.2583272,0.9660575,-0.5714313,-0.392385,0.5055909,-0.5136908,-0.01350778,-4.40E-08,4.88E-08,0.9999087,0.001235727,-0.7208067,-0.008722764,0.6930799,6.86E-06,-0.01641214,-0.3374144,0.9412131,-0.5401222,0.4409583,-0.5066835,-0.5070462,0.2164394,1.11E-07,1.19E-07,0.9762961,0.002177997,-0.009723652,0.9999419,0.004090269,-0.009724784,-0.002178246,-0.004090797,0.9999419,-0.00975285,-0.002184585,-0.004102597,0.9999418,0,0,0,1,0.0993852,0.09674293,0.7150096,0.6852189,0.4862931,-0.5504066,-0.4600846,-0.4988928,0.03326818,0.1040366,-0.07100348,0.991478,0.04741836,0.2229209,-0.03277197,0.9731312,-0.07430598,0.004424207,-0.006503742,0.9972046,-0.07430595,0.004424148,-0.006503749,0.9972045,0.1406442,-0.1302483,-0.7084551,0.679225,-0.4818675,-0.5827584,-0.4399237,0.4844217,-0.01446424,0.05050354,0.02480432,0.9983114,0.08050834,-0.1621334,0.04570064,0.982417,1
6.66E-08,0,0,1,-0.0055261,0.1437725,0.02239345,0.989342,0.09110068,-0.6701368,0.1513252,-0.7209151,-3.71E-08,-0.000177621,0.2577474,0.9662127,-0.5751455,-0.3906559,0.5074403,-0.5090194,-0.01301772,-1.36E-08,2.04E-08,0.9999158,-0.005044818,-0.7125287,0.004591873,0.70161,7.20E-06,-0.01601729,-0.362892,0.9316939,-0.5221217,0.4591573,-0.4945402,-0.5215305,0.2377776,-1.64E-07,4.32E-08,0.97132,0.003355885,-0.008822588,0.9999498,0.003394412,-0.008823475,-0.00335618,-0.003394781,0.9999499,-0.008849086,-0.003365903,-0.003404651,0.9999496,0,0,0,1,0.0981562,0.09655777,0.7139722,0.6865029,0.4861451,-0.5509087,-0.4602894,-0.4982939,0.03147918,0.1036248,-0.07215124,0.9914969,0.0475225,0.2217578,-0.03238884,0.973405,-0.07619521,0.004780942,-0.006103815,0.997063,-0.07619525,0.004780848,-0.006103825,0.997063,0.1408289,-0.1316741,-0.7074944,0.6799127,-0.4820298,-0.5846595,-0.4410152,0.4809647,-0.01371682,0.05101491,0.0230448,0.9983382,0.07838801,-0.1623993,0.04404566,0.9826203,1
6.66E-08,0,0,1,-0.006644727,0.1423644,0.02149629,0.9895586,0.08714833,-0.6698419,0.1429449,-0.7233836,-1.02E-07,-0.000163718,0.256037,0.9666671,-0.5782671,-0.3899372,0.510483,-0.5029547,-0.01319183,1.21E-07,-6.20E-08,0.9999129,-0.0114466,-0.7043841,0.01817534,0.7094941,7.42E-06,-0.01512808,-0.3889959,0.9211154,-0.5032155,0.4769931,-0.4813591,-0.5362325,0.2479663,-3.54E-08,1.02E-07,0.9687689,0.004434347,-0.008355742,0.9999519,0.002605737,-0.008356551,-0.004434782,-0.002606041,0.999952,-0.008380834,-0.004447657,-0.002613603,0.9999517,0,0,0,1,0.0967958,0.09617739,0.7129333,0.6878276,0.4860865,-0.5516309,-0.4601711,-0.4976605,0.02939566,0.1035595,-0.07358411,0.9914621,0.04363775,0.214101,-0.03670349,0.9751461,-0.07788174,0.005154946,-0.005666379,0.9969335,-0.0778818,0.005154954,-0.005666383,0.9969335,0.1412136,-0.1330648,-0.7065604,0.6805331,-0.4821319,-0.5864292,-0.4420676,0.4777308,-0.01331548,0.05024152,0.0219296,0.9984081,0.0760029,-0.1629557,0.04221798,0.9827955,1
6.66E-08,0,0,1,-0.00744322,0.1411488,0.0205448,0.9897473,0.08216051,-0.6722861,0.1339762,-0.7234167,-4.72E-08,-0.000133691,0.2521539,0.9676873,-0.5821972,-0.3870113,0.5115186,-0.4996176,-0.01351834,-4.02E-08,4.67E-08,0.9999089,0.01646399,0.6881738,-0.03529787,-0.7245001,-8.96E-06,0.01704156,0.4146341,-0.9098289,-0.4840621,0.500204,-0.4689145,-0.5436906,0.2429712,8.64E-08,1.36E-08,0.9700338,0.005428272,-0.007856634,0.9999529,0.001823994,-0.007857342,-0.005428742,-0.001824209,0.999953,-0.007880211,-0.005444595,-0.0018295,0.9999528,0,0,0,1,0.09537476,0.09554972,0.7118926,0.6891906,0.4862108,-0.5526267,-0.4596277,-0.4969369,0.02712116,0.1037995,-0.07515442,0.9913844,0.03948757,0.2077777,-0.04110069,0.9765146,-0.07932175,0.005512132,-0.005244566,0.9968205,-0.07932179,0.005512191,-0.005244561,0.9968207,0.1417826,-0.1344287,-0.7057079,0.6810315,-0.4820891,-0.5880383,-0.4431045,0.4748268,-0.01330228,0.04835271,0.02145332,0.9985119,0.07348908,-0.1638594,0.04058019,0.9829061,1
6.66E-08,0,0,1,-0.00857235,0.1405247,0.01965505,0.989845,0.07685857,-0.6769638,0.124493,-0.7213283,2.81E-08,-0.000109598,0.2484597,0.9686424,-0.5876549,-0.3814346,0.5110329,-0.4980113,-0.01401538,-1.21E-07,9.36E-08,0.9999022,0.02420869,0.6799728,-0.05018991,-0.731117,-9.01E-06,0.01617309,0.4396657,-0.8980159,-0.47156,0.516293,-0.4539036,-0.5523084,0.2198115,2.08E-08,-4.51E-08,0.9755427,0.006189674,-0.007605218,0.9999514,0.001045713,-0.007605967,-0.006190337,-0.001045862,0.9999514,-0.007628056,-0.00620832,-0.0010489,0.9999512,0,0,0,1,0.09401738,0.0947044,0.7108657,0.6905522,0.4866642,-0.5538456,-0.4585921,-0.4960916,0.02484069,0.1044389,-0.07700304,0.9912348,0.03720692,0.2083083,-0.04178002,0.9764621,-0.0803923,0.005884474,-0.004911122,0.9967341,-0.08039225,0.00588456,-0.004911106,0.9967343,0.1425917,-0.1356478,-0.7050241,0.6813288,-0.4817448,-0.5894313,-0.444118,0.472496,-0.01380296,0.04551154,0.02158016,0.9986357,0.0708511,-0.1654354,0.03911414,0.982895,1
6.66E-08,0,0,1,-0.009981411,0.1404897,0.0187451,0.9898544,0.07108457,-0.6839917,0.1141898,-0.7169819,6.91E-08,-8.93E-05,0.244121,0.9697451,-0.5932155,-0.376311,0.5068104,-0.4996292,-0.01114947,1.27E-07,-4.08E-08,0.9999381,0.0315296,0.6720137,-0.06450297,-0.7370502,-9.24E-06,0.01547048,0.462273,-0.8866029,-0.4671012,0.5298707,-0.4378501,-0.5561847,0.1786436,-0.000136122,0.000749116,0.983914,0.00673817,-0.007588763,0.9999487,0.000283331,-0.00758955,-0.006738964,-0.000283406,0.9999487,-0.00761155,-0.006758448,-0.000284225,0.9999485,0,0,0,1,0.09279557,0.09353501,0.710112,0.6916517,0.4872316,-0.5553337,-0.4569909,-0.4953485,0.02252369,0.1055989,-0.0790567,0.9910059,0.03430022,0.209209,-0.04251371,0.9763445,-0.08098254,0.006283655,-0.004660319,0.9966853,-0.08098258,0.00628365,-0.004660313,0.9966853,0.143602,-0.1366284,-0.7044986,0.6814642,-0.4810886,-0.590551,-0.4451593,0.4707834,-0.0148222,0.04192767,0.02218659,0.9987645,0.06835,-0.167565,0.03822011,0.982746,1
6.66E-08,0,0,1,-0.01171862,0.1410152,0.01782332,0.9897776,0.06507082,-0.6855436,0.1043585,-0.7175691,-6.84E-08,-7.25E-05,0.2407698,0.9705824,-0.5969779,-0.3742426,0.5065178,-0.4969905,-0.009181632,-4.93E-08,9.34E-08,0.999958,0.03816506,0.6648857,-0.07764847,-0.7419173,-9.64E-06,0.01505004,0.4819418,-0.8760741,-0.4710684,0.5352379,-0.422719,-0.559396,0.1221302,-0.001450053,0.0117832,0.9924432,0.007123879,-0.007855276,0.9999437,-0.000502202,-0.007856165,-0.007124561,0.000502208,0.9999437,-0.00787887,-0.007145204,0.000503663,0.9999436,0,0,0,1,0.09188969,0.09225866,0.7095218,0.692549,0.4880437,-0.557012,-0.4547535,-0.4947232,0.02025583,0.1073218,-0.081284,0.9906894,0.03100563,0.2103433,-0.04333346,0.9761748,-0.08106568,0.006804797,-0.004580218,0.9966756,-0.08106562,0.006804824,-0.004580227,0.9966756,0.1447129,-0.1372019,-0.7043555,0.681262,-0.4799434,-0.5914903,-0.4461696,0.4698159,-0.01625776,0.0379999,0.02332646,0.9988733,0.06588438,-0.1703788,0.03791309,0.9824425,1
6.66E-08,0,0,1,-0.01252522,0.1418667,0.01746416,0.9896525,0.05857693,-0.6896716,0.09349928,-0.7156674,-4.44E-08,-4.19E-05,0.2327545,0.9725356,-0.601492,-0.3705147,0.5033935,-0.4975152,-0.008222538,8.44E-09,-8.60E-08,0.9999663,0.04543898,0.6587067,-0.08930938,-0.7456976,-9.51E-06,0.01459949,0.4961643,-0.868106,-0.4814358,0.5287572,-0.4095167,-0.5665082,0.05286809,-0.001584714,0.02992001,0.9981519,0.007420552,-0.008051605,0.9999396,-0.001062226,-0.008052588,-0.00742142,0.001062299,0.9999396,-0.008075779,-0.007442631,0.001065366,0.9999394,0,0,0,1,0.09134348,0.09082488,0.7091624,0.6931785,0.4889109,-0.5588126,-0.4518679,-0.4944802,0.01793342,0.1097764,-0.08379392,0.9902558,0.02747148,0.2116138,-0.04416687,0.9759686,-0.08056242,0.007424559,-0.004749362,0.9967108,-0.08056245,0.00742457,-0.00474935,0.9967107,0.1458461,-0.1373936,-0.7046482,0.6806787,-0.4784331,-0.5922189,-0.4470554,0.4695966,-0.01811106,0.03397183,0.02479977,0.9989514,0.06356526,-0.1735645,0.03836235,0.9820206,1
6.66E-08,0,0,1,-0.01433811,0.1429109,0.01664234,0.9894918,0.05169243,-0.6928728,0.08110093,-0.7146174,-4.47E-08,-1.47E-05,0.2231901,0.974775,-0.6060028,-0.3667624,0.5009298,-0.4973079,-0.008970238,8.26E-09,7.69E-09,0.9999598,0.0517586,0.6536543,-0.09960377,-0.7484225,-9.46E-06,0.01402542,0.5069916,-0.8618369,-0.497211,0.5113785,-0.3992462,-0.5760865,-0.04417403,-1.34E-07,-9.09E-09,0.999024,0.007355228,-0.00927371,0.9999267,-0.002567687,-0.009275079,-0.007356167,0.002568022,0.9999267,-0.009301564,-0.007377197,0.002575352,0.9999263,0,0,0,0.9999999,0.09180151,0.08748724,0.7076489,0.695091,0.4899477,-0.5605999,-0.4483521,-0.4946307,0.01559821,0.112808,-0.08633745,0.9897359,0.02406077,0.2129799,-0.04510936,0.9757184,-0.07882307,0.00787293,-0.006286034,0.9968379,-0.07882306,0.00787284,-0.006286045,0.9968382,0.1482364,-0.1371159,-0.7069746,0.6777996,-0.4767325,-0.592659,-0.4477449,0.4701131,-0.02023705,0.0301275,0.02650698,0.9989899,0.06150803,-0.1767849,0.03948609,0.9815323,1
6.66E-08,0,0,1,-0.01591844,0.1437378,0.01599882,0.9893584,0.04458541,-0.6944967,0.0688851,-0.7148016,1.02E-07,6.83E-06,0.2121789,0.9772308,-0.6092269,-0.365171,0.4989435,-0.4965364,-0.009619308,1.66E-08,-3.77E-08,0.9999539,0.0598201,0.653477,-0.1075841,-0.7468703,-7.74E-06,0.01108142,0.514555,-0.8573861,-0.5146598,0.4879635,-0.3896784,-0.58751,-0.04050272,1.17E-07,9.74E-08,0.9991795,0.007613227,-0.01001094,0.9999156,-0.003289315,-0.01001265,-0.007614639,0.003289832,0.9999155,-0.01004102,-0.007636097,0.003299142,0.999915,0,0,0,1,0.0913543,0.08710942,0.7081741,0.6946626,0.4914203,-0.5623101,-0.4431196,-0.495943,0.01323449,0.1163143,-0.08896649,0.9891319,0.02050529,0.2111177,-0.04859658,0.9760368,-0.0776685,0.008517768,-0.006817309,0.9969196,-0.07766852,0.00851765,-0.006817311,0.9969199,0.1490429,-0.1370519,-0.7080439,0.6765185,-0.4750235,-0.5928203,-0.4481711,0.4712328,-0.02254561,0.0266497,0.02833965,0.9989892,0.05986959,-0.1795454,0.04110438,0.981066,1
6.66E-08,0,0,1,-0.01706748,0.1440413,0.01551411,0.9893029,0.03928336,-0.6975912,0.05873835,-0.713003,2.75E-08,1.18E-05,0.2061001,0.9785311,-0.6133533,-0.3612339,0.4972623,-0.4960227,-0.009280464,-5.42E-08,-3.56E-09,0.9999571,0.06698626,0.6480503,-0.1165655,-0.7496375,-7.47E-06,0.01055388,0.5209363,-0.8535306,-0.5331784,0.4703683,-0.3807162,-0.5912107,-0.03641872,7.93E-08,-1.24E-08,0.999337,0.00796946,-0.01071693,0.9999033,-0.003918094,-0.01071902,-0.007971037,0.003918802,0.9999032,-0.01074912,-0.007993378,0.003929819,0.9999028,0,0,0,1,0.09142917,0.08585688,0.7080786,0.6949064,0.4928313,-0.5637053,-0.4387186,-0.4968708,0.01072547,0.1202119,-0.09164374,0.9884515,0.01799477,0.2126399,-0.04953382,0.975709,-0.07634699,0.009097864,-0.007485347,0.9970122,-0.07634702,0.009097754,-0.007485364,0.9970123,0.1482671,-0.1323375,-0.7075589,0.6781332,-0.4716784,-0.5907226,-0.4537168,0.4719195,-0.02495753,0.02360621,0.03016503,0.9989549,0.05883351,-0.1812993,0.04316554,0.9807177,1
6.66E-08,0,0,1,-0.01775835,0.1438242,0.01528255,0.9893259,0.03478248,-0.6998669,0.05018157,-0.7116591,3.52E-10,1.64E-05,0.2015872,0.9794707,-0.6171393,-0.3579905,0.4964632,-0.4944757,-0.009057409,4.48E-08,6.42E-09,0.9999591,0.07472329,0.6420469,-0.1252869,-0.752659,-7.28E-06,0.01009038,0.5253424,-0.8508312,-0.5507841,0.4584184,-0.3713758,-0.5903981,-0.03235834,3.73E-08,-7.97E-08,0.9994766,0.008404698,-0.01133528,0.9998907,-0.004397651,-0.01133777,-0.008406463,0.004398562,0.9998907,-0.01136932,-0.008429969,0.004410802,0.9998901,0,0,0,0.9999999,0.09152491,0.08476402,0.7079555,0.6951528,0.4939665,-0.5660543,-0.4348822,-0.4964446,0.007895168,0.1229514,-0.09546793,0.9877787,0.01733201,0.2146994,-0.05092469,0.975198,-0.0750102,0.009581818,-0.008197365,0.997103,-0.0750102,0.009581847,-0.008197359,0.9971032,0.1485788,-0.1326948,-0.708869,0.6766249,-0.4705454,-0.5902795,-0.4535902,0.4737234,-0.02714075,0.02111305,0.03185878,0.9989011,0.05830907,-0.1818249,0.04543864,0.9805489,1
6.66E-08,0,0,1,-0.01805932,0.1431473,0.01537529,0.9894172,0.03078881,-0.7004604,0.04333611,-0.7117088,-7.24E-09,1.64E-05,0.1988133,0.9800375,-0.6200665,-0.3559542,0.497431,-0.4913013,-0.008919624,-3.89E-08,4.07E-08,0.9999605,0.08286137,0.6357822,-0.1334339,-0.7557185,-6.65E-06,0.009357985,0.5276356,-0.8494195,-0.5668688,0.450265,-0.3631091,-0.5865778,-0.02831557,-2.18E-07,1.20E-07,0.9995993,0.009084476,-0.01222168,0.999873,-0.004719265,-0.0122248,-0.009086825,0.00472043,0.999873,-0.01225838,-0.009111823,0.004733389,0.9998723,0,0,0,1,0.09274981,0.08341586,0.7077568,0.6953561,0.4957988,-0.5666209,-0.4303639,-0.4979077,0.005316552,0.1270651,-0.09795143,0.9870322,0.01623405,0.2162232,-0.05194613,0.9748262,-0.07314911,0.01025282,-0.008875325,0.9972292,-0.07314911,0.01025283,-0.008875338,0.9972291,0.1480613,-0.1292415,-0.7090935,0.6771716,-0.4702439,-0.5877346,-0.4559774,0.4748937,-0.0287262,0.01897703,0.03364871,0.998841,0.06124077,-0.1838523,0.04923485,0.9798087,1
6.66E-08,0,0,1,-0.01807803,0.1420415,0.01579177,0.9895697,0.02792302,-0.7019945,0.03783242,-0.7106286,1.88E-08,9.14E-06,0.1982094,0.9801599,-0.6234775,-0.3529938,0.4981553,-0.488378,-0.008563553,2.22E-08,-1.22E-08,0.9999636,0.09097851,0.6296021,-0.1405903,-0.758656,-5.78E-06,0.008142726,0.527189,-0.8497092,-0.5806962,0.4432657,-0.3572904,-0.5819374,-0.02424938,-2.88E-08,-1.68E-07,0.999706,0.009651649,-0.01258188,0.9998627,-0.004854842,-0.01258537,-0.009654277,0.004856125,0.9998627,-0.01261968,-0.009680599,0.004869384,0.9998621,0,0,0,1,0.09263064,0.08288395,0.7074103,0.6957882,0.4978004,-0.566644,-0.4260851,-0.4995612,0.002849028,0.1310656,-0.1003527,0.9862779,0.01579282,0.2176496,-0.05304043,0.9744574,-0.07198036,0.01055739,-0.009532508,0.9973051,-0.07198036,0.01055735,-0.009532512,0.9973052,0.1474224,-0.1293182,-0.7096534,0.6767101,-0.4698108,-0.586325,-0.4569086,0.4761682,-0.03017771,0.01778197,0.0350656,0.9987715,0.0619673,-0.1817888,0.05161564,0.9800256,1
6.66E-08,0,0,1,-0.01795945,0.140605,0.01650807,0.9897652,0.02545987,-0.7038152,0.03304246,-0.7091576,8.40E-08,-4.21E-07,0.1985509,0.9800909,-0.6270062,-0.3499885,0.4987568,-0.4854006,-0.008010278,-8.25E-09,6.59E-08,0.9999684,0.09903627,0.6236927,-0.1468415,-0.7613389,-4.67E-06,0.006652119,0.5242882,-0.8515153,-0.5918998,0.4358946,-0.354376,-0.5779871,-0.02031726,8.21E-09,2.92E-07,0.9997939,0.01028365,-0.01283801,0.9998531,-0.004823378,-0.0128418,-0.01028661,0.004824751,0.999853,-0.01287657,-0.01031442,0.004837817,0.9998523,0,0,0,1,0.09240141,0.08258002,0.7070028,0.6962686,0.4996887,-0.5661213,-0.4223264,-0.5014563,0.000502876,0.1349192,-0.1028084,0.9855086,0.0159362,0.2188471,-0.0540206,0.9741325,-0.07104998,0.0108416,-0.01010342,0.997363,-0.07105,0.01084163,-0.01010342,0.997363,0.1469528,-0.130603,-0.7105365,0.6756375,-0.4700648,-0.5854772,-0.4566079,0.4772479,-0.03118635,0.01736767,0.03641449,0.9986995,0.06320588,-0.1789227,0.05386795,0.9803524,1
6.66E-08,0,0,1,-0.0177929,0.1389273,0.01737556,0.9899903,0.02307153,-0.7056331,0.02854431,-0.7076265,1.39E-08,-9.25E-06,0.198909,0.9800181,-0.6305198,-0.347252,0.4992661,-0.4822805,-0.007581641,2.27E-08,9.30E-08,0.9999715,0.1068939,0.6180357,-0.1522663,-0.7638199,-3.69E-06,0.005175535,0.5188721,-0.8548365,-0.6059818,0.4198982,-0.3592018,-0.572229,-0.01528529,1.94E-07,-2.13E-07,0.9998832,0.01081388,-0.01289352,0.9998466,-0.004881793,-0.01289749,-0.01081728,0.004883266,0.9998465,-0.01293224,-0.01084643,0.004896407,0.9998457,0,0,0,1,0.09161795,0.08294346,0.7066258,0.6967116,0.5013554,-0.5653999,-0.4184269,-0.5038698,-0.001694589,0.1384631,-0.1053811,0.9847437,0.01655144,0.2197952,-0.05490565,0.9738593,-0.07005144,0.01176243,-0.009885669,0.9974253,-0.07005138,0.01176242,-0.009885657,0.9974256,0.146432,-0.1326044,-0.7115138,0.6743308,-0.4705824,-0.5847916,-0.4563917,0.4777845,-0.0317724,0.01775083,0.03774626,0.9986249,0.06479538,-0.1756704,0.05593252,0.9807214,1
6.66E-08,0,0,1,-0.0178184,0.1371959,0.01834547,0.9902138,0.01915389,-0.7068346,0.02309257,-0.7067426,9.55E-09,-2.53E-06,0.1965007,0.9805039,-0.6332572,-0.3456995,0.4997425,-0.479307,-0.007349965,4.28E-09,5.86E-08,0.9999734,0.1134232,0.6128774,-0.1556014,-0.7663582,-2.67E-06,0.003891917,0.5109864,-0.85958,-0.611401,0.415962,-0.3614441,-0.567911,-0.01270445,-3.18E-08,-7.84E-08,0.9999197,0.01154212,-0.01302485,0.9998376,-0.004725374,-0.01302911,-0.01154593,0.004726866,0.9998374,-0.01306399,-0.01157691,0.004739513,0.9998365,0,0,0,1,0.09118535,0.08399254,0.7066913,0.6965764,0.5028199,-0.5641416,-0.4149469,-0.5066918,-0.00363287,0.1415563,-0.107985,0.9840165,0.01743005,0.2204558,-0.0557217,0.9736484,-0.06970697,0.01204299,-0.01034598,0.9974414,-0.06970695,0.01204299,-0.01034598,0.9974415,0.145726,-0.1339303,-0.7120931,0.6736103,-0.4713892,-0.5841202,-0.4563706,0.4778317,-0.03196501,0.0188237,0.03895784,0.9985527,0.06667899,-0.1722629,0.05781284,0.9810903,1
