Timestamp,Root_P_x,Root_P_y,Root_P_z,Root_Q_x,Root_Q_y,Root_Q_z,Root_Q_w,Hips_P_x,Hips_P_y,Hips_P_z,Hips_Q_x,Hips_Q_y,Hips_Q_z,Hips_Q_w,LeftThigh_P_x,LeftThigh_P_y,LeftThigh_P_z,LeftThigh_Q_x,LeftThigh_Q_y,LeftThigh_Q_z,LeftThigh_Q_w,LeftShin_P_x,LeftShin_P_y,LeftShin_P_z,LeftShin_Q_x,LeftShin_Q_y,LeftShin_Q_z,LeftShin_Q_w,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,LeftFoot_Q_x,LeftFoot_Q_y,LeftFoot_Q_z,LeftFoot_Q_w,LeftToe_P_x,LeftToe_P_y,LeftToe_P_z,LeftToe_Q_x,LeftToe_Q_y,LeftToe_Q_z,LeftToe_Q_w,LeftToeTip_P_x,LeftToeTip_P_y,LeftToeTip_P_z,LeftToeTip_Q_x,LeftToeTip_Q_y,LeftToeTip_Q_z,LeftToeTip_Q_w,RightThigh_P_x,RightThigh_P_y,RightThigh_P_z,RightThigh_Q_x,RightThigh_Q_y,RightThigh_Q_z,RightThigh_Q_w,RightShin_P_x,RightShin_P_y,RightShin_P_z,RightShin_Q_x,RightShin_Q_y,RightShin_Q_z,RightShin_Q_w,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,RightFoot_Q_x,RightFoot_Q_y,RightFoot_Q_z,RightFoot_Q_w,RightToe_P_x,RightToe_P_y,RightToe_P_z,RightToe_Q_x,RightToe_Q_y,RightToe_Q_z,RightToe_Q_w,RightToeTip_P_x,RightToeTip_P_y,RightToeTip_P_z,RightToeTip_Q_x,RightToeTip_Q_y,RightToeTip_Q_z,RightToeTip_Q_w,Spine1_P_x,Spine1_P_y,Spine1_P_z,Spine1_Q_x,Spine1_Q_y,Spine1_Q_z,Spine1_Q_w,Spine2_P_x,Spine2_P_y,Spine2_P_z,Spine2_Q_x,Spine2_Q_y,Spine2_Q_z,Spine2_Q_w,Spine3_P_x,Spine3_P_y,Spine3_P_z,Spine3_Q_x,Spine3_Q_y,Spine3_Q_z,Spine3_Q_w,Spine4_P_x,Spine4_P_y,Spine4_P_z,Spine4_Q_x,Spine4_Q_y,Spine4_Q_z,Spine4_Q_w,LeftShoulder_P_x,LeftShoulder_P_y,LeftShoulder_P_z,LeftShoulder_Q_x,LeftShoulder_Q_y,LeftShoulder_Q_z,LeftShoulder_Q_w,LeftArm_P_x,LeftArm_P_y,LeftArm_P_z,LeftArm_Q_x,LeftArm_Q_y,LeftArm_Q_z,LeftArm_Q_w,LeftForeArm_P_x,LeftForeArm_P_y,LeftForeArm_P_z,LeftForeArm_Q_x,LeftForeArm_Q_y,LeftForeArm_Q_z,LeftForeArm_Q_w,LeftHand_P_x,LeftHand_P_y,LeftHand_P_z,LeftHand_Q_x,LeftHand_Q_y,LeftHand_Q_z,LeftHand_Q_w,Neck_P_x,Neck_P_y,Neck_P_z,Neck_Q_x,Neck_Q_y,Neck_Q_z,Neck_Q_w,Head_P_x,Head_P_y,Head_P_z,Head_Q_x,Head_Q_y,Head_Q_z,Head_Q_w,RightShoulder_P_x,RightShoulder_P_y,RightShoulder_P_z,RightShoulder_Q_x,RightShoulder_Q_y,RightShoulder_Q_z,RightShoulder_Q_w,RightArm_P_x,RightArm_P_y,RightArm_P_z,RightArm_Q_x,RightArm_Q_y,RightArm_Q_z,RightArm_Q_w,RightForeArm_P_x,RightForeArm_P_y,RightForeArm_P_z,RightForeArm_Q_x,RightForeArm_Q_y,RightForeArm_Q_z,RightForeArm_Q_w,RightHand_P_x,RightHand_P_y,RightHand_P_z,RightHand_Q_x,RightHand_Q_y,RightHand_Q_z,RightHand_Q_w
3919.994,0,0,0,6.657903E-08,0,0,1,0.0646364,0.2162492,-0.1967762,0.06266472,0.2838589,0.007062224,0.9567902,-0.0002315119,0.2124527,-0.1548352,0.4386718,-0.4690856,0.7056623,-0.2992769,-0.004697315,0.3695165,0.226539,0.3723224,0.5227416,0.1537726,0.7513131,-0.07063701,0.09049987,-0.0713294,0.02288614,0.7528356,-0.6571848,-0.02868879,-0.07458854,0.0147325,0.04508761,0.02511986,0.7175682,-0.695542,-0.02619991,-0.07543004,0.0005685831,0.1156788,0.02511986,0.7175682,-0.695542,-0.02619991,0.1295043,0.2200458,-0.2387173,0.2054739,-0.4996484,0.7399557,0.4007466,0.4588234,0.2940882,-0.001647687,0.5081952,0.1172741,-0.2455855,0.8171123,0.2436526,0.1446054,-0.3214606,-0.1970328,0.8521279,-0.3920793,-0.2851842,0.2941789,0.02094632,-0.2831886,-0.2652425,0.7186279,-0.602845,-0.2231556,0.3403363,-0.0002628852,-0.2321581,-0.2652425,0.7186279,-0.602845,-0.2231556,0.0459126,0.3009787,-0.2180649,0.2783127,-0.2158825,0.9358231,0.01312591,0.05640577,0.3666963,-0.1893005,0.2655866,-0.3675272,0.8906547,0.03349426,0.07488497,0.419448,-0.1431259,0.2465566,-0.5067629,0.8244003,0.05258914,0.1160926,0.478315,-0.04401075,0.2465566,-0.5067629,0.8244003,0.05258914,0.1038524,0.5087062,0.08972309,-0.04164973,-0.4078889,0.6373991,-0.6523914,-0.007396378,0.4850625,0.1495641,-0.01550227,0.9425459,0.1601711,0.2927665,0.02325854,0.2487653,0.07658252,0.09751423,0.9544955,0.1024068,0.2625692,-0.01306715,-0.01467046,0.008884577,-0.04819294,0.819667,-0.5164353,0.2431427,0.1812239,0.5713592,0.1126484,0.112204,-0.3095928,0.9439409,0.02320563,0.1925294,0.6519173,0.170457,-0.03023636,-0.09010743,0.9954422,-0.007850509,0.2212016,0.5306442,0.02790542,0.4896391,-0.004597539,0.583671,0.6477351,0.3189545,0.5513141,-0.05292383,-0.1091926,-0.6870952,-0.08848117,0.7128453,0.2501245,0.3119553,-0.04442962,0.04062966,-0.7799643,-0.04607155,0.6228026,0.2517685,0.03961624,-0.07803897,0.1756677,-0.7603224,0.4585168,0.4252217
3930.004,0,0,0,6.657903E-08,0,0,1,0.06458269,0.2161863,-0.1966727,0.06270114,0.2838443,0.007008316,0.9567925,-0.0002866238,0.2123962,-0.1547332,0.4386328,-0.4691375,0.705631,-0.2993264,-0.004769951,0.3693955,0.2266674,0.3724768,0.5226452,0.1539651,0.7512643,-0.07063337,0.09052291,-0.07135259,0.0229273,0.7529094,-0.6570927,-0.02883083,-0.07458629,0.01472863,0.04504682,0.02516772,0.7175441,-0.6955602,-0.02632903,-0.07542278,0.0005688364,0.1156389,0.02516772,0.7175441,-0.6955602,-0.02632903,0.129452,0.2199763,-0.2386121,0.2053705,-0.4993832,0.7399919,0.4010628,0.4588886,0.294028,-0.001708811,0.5081415,0.1170343,-0.2458141,0.8171113,0.2436699,0.1445929,-0.3215118,-0.1970293,0.8520663,-0.3921831,-0.2852283,0.294204,0.02094527,-0.283213,-0.265229,0.7185993,-0.6028596,-0.2232246,0.3403643,-0.0002626319,-0.2321844,-0.265229,0.7185993,-0.6028596,-0.2232246,0.04587002,0.300919,-0.2179584,0.2782828,-0.2158603,0.9358364,0.01316261,0.05636635,0.3666378,-0.189198,0.2655477,-0.3674466,0.890699,0.03351224,0.07484291,0.4193979,-0.143032,0.2465148,-0.5066373,0.82449,0.0525894,0.116039,0.478296,-0.04393056,0.2465148,-0.5066373,0.82449,0.0525894,0.1037846,0.5087273,0.08979281,-0.0416983,-0.4080639,0.6372951,-0.6523805,-0.007451877,0.4850505,0.1496435,-0.01551581,0.9425182,0.1605078,0.2926709,0.02325065,0.2488074,0.07650729,0.09744299,0.9544871,0.1026257,0.2625402,-0.01300742,-0.01461114,0.00870697,-0.04826166,0.8197374,-0.5163104,0.2431567,0.181152,0.5713893,0.1127069,0.1123357,-0.3094715,0.9439626,0.02330077,0.1924809,0.6519616,0.1704912,-0.02993263,-0.09002093,0.9954607,-0.007665753,0.2211393,0.5306498,0.02798022,0.4895903,-0.00461843,0.5836289,0.6478098,0.3188989,0.5512948,-0.05284719,-0.1089784,-0.6870741,-0.0884896,0.7128976,0.2501382,0.3119136,-0.04442819,0.04022797,-0.7802263,-0.04654326,0.6224651,0.2514635,0.03958074,-0.0781014,0.1755793,-0.760469,0.4584205,0.4251004
3940.002,0,0,0,6.657903E-08,0,0,1,0.06457993,0.2161615,-0.1966409,0.06281359,0.2837321,0.006833703,0.9568197,-0.0002996102,0.2123934,-0.1547153,0.4386295,-0.4691342,0.7056116,-0.2993823,-0.004813142,0.3693677,0.2266953,0.3725078,0.5226172,0.1540719,0.7512465,-0.07061728,0.09054131,-0.07138127,0.02302122,0.7529237,-0.6570675,-0.02895978,-0.07458583,0.01474156,0.04501407,0.02526912,0.7176054,-0.6954889,-0.02645013,-0.07542498,0.0005687322,0.1156036,0.02526912,0.7176054,-0.6954889,-0.02645013,0.1294595,0.2199296,-0.2385665,0.2053383,-0.4992175,0.7399905,0.4012881,0.4589917,0.2939686,-0.001792496,0.5081046,0.1169336,-0.2460047,0.8170912,0.2436944,0.1445801,-0.3215642,-0.1969911,0.8519856,-0.3923473,-0.2852696,0.2942328,0.02094849,-0.2832193,-0.2651637,0.7185845,-0.6028698,-0.2233214,0.3403919,-0.0002628107,-0.2321913,-0.2651637,0.7185845,-0.6028698,-0.2233214,0.0459066,0.3009043,-0.2179209,0.2782046,-0.2158959,0.9358498,0.01327738,0.05641752,0.3666205,-0.1891597,0.265514,-0.3674044,0.8907244,0.03356259,0.07489728,0.4193845,-0.1429995,0.2465323,-0.5065336,0.8245491,0.05257691,0.1160875,0.4783088,-0.04391111,0.2465323,-0.5065336,0.8245491,0.05257691,0.10383,0.5087686,0.08980545,-0.04174247,-0.4082287,0.6372153,-0.6523524,-0.007394977,0.4850666,0.1496677,-0.01547006,0.942506,0.1608464,0.2925269,0.02332383,0.2488771,0.07636555,0.09738144,0.9544817,0.1028369,0.2625,-0.01287344,-0.01452452,0.008465944,-0.04831925,0.8197955,-0.5161978,0.2431889,0.1811913,0.5714432,0.1127057,0.1124764,-0.3094378,0.9439563,0.02332603,0.1925328,0.6520194,0.170482,-0.02967005,-0.09008367,0.9954633,-0.007602746,0.2211827,0.5306886,0.02798822,0.4893624,-0.004459524,0.5835215,0.6480796,0.3189446,0.5512441,-0.05285919,-0.1086963,-0.6870281,-0.08848748,0.7129849,0.2502799,0.3118321,-0.04453302,0.04040541,-0.7802112,-0.04660361,0.6224679,0.2516602,0.03951026,-0.07829241,0.1750656,-0.7606284,0.4583406,0.4251125
3950.001,0,0,0,6.657903E-08,0,0,1,0.06458907,0.2161367,-0.1966362,0.06288022,0.2836753,0.006716602,0.9568329,-0.0002956986,0.2123836,-0.1547174,0.4386209,-0.469098,0.7056285,-0.2994114,-0.004846752,0.3693715,0.2266871,0.3725036,0.5225806,0.1541395,0.75126,-0.07059401,0.0905598,-0.07141556,0.02310554,0.7529555,-0.6570225,-0.02908322,-0.0745763,0.01474833,0.04497169,0.02536131,0.7176352,-0.6954502,-0.02656402,-0.07541728,0.0005688663,0.1155597,0.02536131,0.7176352,-0.6954502,-0.02656402,0.1294738,0.2198899,-0.2385551,0.2053319,-0.4990946,0.7400042,0.4014188,0.459067,0.2939435,-0.001870489,0.5080696,0.1168825,-0.2461076,0.8170892,0.2437255,0.1445675,-0.3216181,-0.1969526,0.8519127,-0.3924547,-0.285366,0.2942627,0.02094489,-0.2832429,-0.2651373,0.7185255,-0.6029071,-0.223442,0.3404264,-0.000262453,-0.2322174,-0.2651373,0.7185255,-0.6029071,-0.223442,0.04594069,0.3008859,-0.217913,0.2781714,-0.2159126,0.935855,0.01334068,0.05645985,0.3666007,-0.1891519,0.2655112,-0.3673706,0.890739,0.03356899,0.07493906,0.4193684,-0.1429955,0.2465637,-0.5064605,0.8245878,0.05252842,0.1161195,0.478312,-0.04391455,0.2465637,-0.5064605,0.8245878,0.05252842,0.1038561,0.5087876,0.08979785,-0.04177689,-0.4083617,0.6371412,-0.6523393,-0.007359296,0.4850622,0.1496684,-0.01542864,0.9425206,0.1610748,0.2923555,0.0233597,0.2489086,0.07625048,0.09726912,0.9544781,0.1030434,0.2624731,-0.01275038,-0.0144815,0.008260502,-0.04837052,0.8198292,-0.5161344,0.2431995,0.1812077,0.5714771,0.1126905,0.112637,-0.3096342,0.943875,0.02323291,0.1925457,0.6520298,0.1705001,-0.02937301,-0.09058719,0.9954255,-0.007729928,0.221206,0.5307173,0.02797873,0.4892211,-0.004175568,0.5835416,0.6481702,0.3189491,0.5512432,-0.05289906,-0.1084823,-0.6869417,-0.08851399,0.7130976,0.2503479,0.3118104,-0.04464804,0.04059741,-0.7801317,-0.04672694,0.6225456,0.2517644,0.03950338,-0.07852549,0.1747203,-0.7606802,0.4583013,0.4252041
3959.995,0,0,0,6.657903E-08,0,0,1,0.06461505,0.2160999,-0.1966383,0.06277589,0.2836754,0.006628904,0.9568404,-0.0002698898,0.2123643,-0.1547181,0.4385737,-0.4690928,0.7056631,-0.2994074,-0.00484731,0.3693582,0.2266835,0.3725371,0.5225123,0.1541709,0.7512845,-0.07056541,0.0905752,-0.07145232,0.02317836,0.7529873,-0.6569797,-0.02916837,-0.07456123,0.01475226,0.04492708,0.02544073,0.7176523,-0.6954269,-0.02664203,-0.07540549,0.0005689557,0.1155143,0.02544073,0.7176523,-0.6954269,-0.02664203,0.1295,0.2198355,-0.2385584,0.2053652,-0.4989954,0.7400305,0.401477,0.4591343,0.2939324,-0.001944443,0.5080463,0.1168884,-0.2461572,0.8170881,0.2437593,0.1445569,-0.32167,-0.1969016,0.851831,-0.3925869,-0.2854632,0.2942943,0.02094512,-0.2832567,-0.2650876,0.7184821,-0.6029295,-0.22358,0.3404612,-0.0002624828,-0.2322341,-0.2650876,0.7184821,-0.6029295,-0.22358,0.04597577,0.3008457,-0.2179361,0.2781852,-0.2158189,0.9358722,0.0133623,0.05649455,0.3665664,-0.1891881,0.2655388,-0.3672902,0.8907657,0.03352229,0.07496622,0.419343,-0.143039,0.2466041,-0.5063951,0.824623,0.05241606,0.1161255,0.4783057,-0.04396063,0.2466041,-0.5063951,0.824623,0.05241606,0.1038464,0.5087894,0.08974851,-0.04180256,-0.4084807,0.6370621,-0.6523406,-0.007359914,0.4850385,0.149626,-0.01548421,0.9426,0.1611369,0.2920633,0.02337142,0.2488958,0.07617834,0.09719206,0.9544799,0.1033065,0.2623928,-0.01266508,-0.01447275,0.008065833,-0.04850723,0.8197947,-0.5161864,0.2431786,0.1811802,0.571501,0.1126403,0.1127866,-0.3098335,0.9437948,0.02311093,0.1925086,0.6520303,0.1704847,-0.02910698,-0.09108646,0.9953867,-0.007849039,0.2211941,0.5307446,0.02793434,0.4893033,-0.004146376,0.583665,0.6479972,0.3189282,0.5513282,-0.05293968,-0.1082898,-0.6869607,-0.08851449,0.7131085,0.2503912,0.3118746,-0.0447575,0.040903,-0.780055,-0.04687299,0.622611,0.2518853,0.03958873,-0.07880141,0.1744591,-0.7605696,0.4584076,0.4253954
3970.005,0,0,0,6.657903E-08,0,0,1,0.06463132,0.2160707,-0.1966398,0.0626413,0.2837958,0.006743495,0.9568127,-0.0002428219,0.212323,-0.154704,0.4384722,-0.4690438,0.7057562,-0.2994133,-0.004903726,0.3693519,0.2266823,0.3725518,0.5223726,0.1542196,0.7513644,-0.07054468,0.09059032,-0.07149075,0.0232426,0.7530177,-0.6569354,-0.0293272,-0.07454618,0.01475578,0.04488081,0.02551235,0.7176647,-0.6954056,-0.02678879,-0.07538702,0.0005691792,0.1154674,0.02551235,0.7176647,-0.6954056,-0.02678879,0.1295055,0.2198185,-0.2385756,0.2053077,-0.4989319,0.7400662,0.4015194,0.459143,0.2939396,-0.001973798,0.5080237,0.1167992,-0.2461738,0.8171096,0.2437922,0.1445519,-0.3217098,-0.1968167,0.8517382,-0.3927815,-0.285531,0.2943219,0.020956,-0.2832385,-0.264968,0.7184917,-0.6029139,-0.2237339,0.340485,-0.0002634961,-0.2322175,-0.264968,0.7184917,-0.6029139,-0.2237339,0.04596078,0.3008067,-0.2179495,0.2782438,-0.2157683,0.9358678,0.01326437,0.05646605,0.3665309,-0.1892046,0.2655246,-0.3673252,0.8907584,0.03344411,0.07492819,0.4193045,-0.1430483,0.2465122,-0.5064991,0.8245903,0.05235768,0.1160701,0.478243,-0.04394832,0.2465122,-0.5064991,0.8245903,0.05235768,0.1037651,0.5086974,0.08976511,-0.04180973,-0.4085913,0.6369798,-0.6523512,-0.007431053,0.4849198,0.1496507,-0.01558858,0.9427005,0.1611379,0.2917318,0.02332356,0.2487788,0.0762071,0.09714924,0.9544859,0.1034978,0.2623111,-0.01266783,-0.01457256,0.008004619,-0.0487419,0.8197048,-0.5163099,0.2431717,0.1810975,0.5713999,0.1126869,0.112815,-0.3101516,0.9436902,0.02296954,0.1924077,0.6518911,0.1705877,-0.02894571,-0.09163587,0.9953393,-0.008060384,0.2211267,0.5306605,0.02797998,0.4893138,-0.004127556,0.5837446,0.6479175,0.3188597,0.5512707,-0.05288853,-0.1081017,-0.6869949,-0.08858954,0.7130947,0.2503593,0.3118034,-0.04480116,0.04122302,-0.7799698,-0.04703422,0.6226845,0.2519313,0.03954027,-0.0790229,0.1744238,-0.7605362,0.4584534,0.4254201
3980,0,0,0,6.657903E-08,0,0,1,0.06467488,0.2160776,-0.1966726,0.06258206,0.28388,0.006820974,0.9567911,-0.000191696,0.2123202,-0.154726,0.4383546,-0.4690477,0.7058302,-0.2994048,-0.004909918,0.3693501,0.226659,0.3725787,0.5222583,0.1541961,0.7514353,-0.07053272,0.09059938,-0.07152794,0.02331247,0.7530202,-0.6569262,-0.02941135,-0.07454658,0.01476374,0.04484246,0.02558773,0.717702,-0.6953614,-0.02686764,-0.07539022,0.0005691941,0.1154274,0.02558773,0.717702,-0.6953614,-0.02686764,0.1295415,0.219835,-0.2386193,0.2052601,-0.4989176,0.7400872,0.4015228,0.4591661,0.2939656,-0.002002453,0.507988,0.1167684,-0.2461831,0.8171336,0.2438204,0.1445516,-0.3217297,-0.1968002,0.8517611,-0.3927753,-0.2854826,0.2943457,0.02095415,-0.2832578,-0.264946,0.7184972,-0.6029354,-0.2236834,0.340504,-0.0002633024,-0.2322314,-0.264946,0.7184972,-0.6029354,-0.2236834,0.04598454,0.3008085,-0.2179851,0.2782675,-0.2157537,0.9358653,0.0131848,0.05647916,0.366534,-0.1892391,0.2654815,-0.3673558,0.8907617,0.0333645,0.07492992,0.4193051,-0.1430754,0.2464012,-0.5065661,0.8245875,0.05227929,0.1160462,0.4782289,-0.0439561,0.2464012,-0.5065661,0.8245875,0.05227929,0.103706,0.5086648,0.08975837,-0.04177571,-0.4086846,0.6369421,-0.652332,-0.007478207,0.4848739,0.1496612,-0.01556784,0.9427682,0.1611671,0.2914992,0.02325282,0.2487374,0.07619357,0.09706588,0.954493,0.1036931,0.2622401,-0.01267112,-0.01460074,0.007904155,-0.04910138,0.8196308,-0.516448,0.2430567,0.1810332,0.5713627,0.1127096,0.1128153,-0.3103215,0.9436377,0.02284201,0.192323,0.6518341,0.170642,-0.02882545,-0.09192094,0.9953153,-0.00822612,0.2210844,0.5306346,0.02800771,0.4893269,-0.004067192,0.5840259,0.647655,0.3188173,0.5513324,-0.05283864,-0.107892,-0.6870312,-0.08873208,0.713074,0.250337,0.3118551,-0.04487743,0.04160477,-0.7798981,-0.0472027,0.6227363,0.252012,0.03961813,-0.07930107,0.1742931,-0.760533,0.4585049,0.4254237
3990.005,0,0,0,6.657903E-08,0,0,1,0.06469139,0.216073,-0.1966884,0.06250202,0.2839243,0.006901971,0.9567826,-0.0001711324,0.2123067,-0.1547363,0.4382536,-0.4689865,0.7059079,-0.2994654,-0.005005144,0.3693541,0.2266402,0.3725518,0.5221377,0.1542591,0.7515196,-0.07052926,0.09060276,-0.07156807,0.02308301,0.7530761,-0.6568694,-0.02943701,-0.07448069,0.01474566,0.0447905,0.02534399,0.7176104,-0.695464,-0.02689135,-0.0752928,0.0005691792,0.1153795,0.02534399,0.7176104,-0.695464,-0.02689135,0.1295539,0.2198393,-0.2386405,0.2050681,-0.4988737,0.7401451,0.4015688,0.4591393,0.2939757,-0.001970788,0.5079579,0.1165594,-0.2462305,0.8171678,0.2438456,0.1445556,-0.3217302,-0.1967565,0.8518572,-0.3926858,-0.2853493,0.2943529,0.02094536,-0.2832756,-0.2649098,0.7185024,-0.603007,-0.2235173,0.3404983,-0.0002626765,-0.2322339,-0.2649098,0.7185024,-0.603007,-0.2235173,0.04598191,0.3007978,-0.2180084,0.2782741,-0.2157144,0.9358735,0.01310058,0.05646374,0.366526,-0.1892641,0.2654457,-0.3673584,0.8907744,0.03327918,0.07490173,0.4192977,-0.143096,0.2463218,-0.5066031,0.8245937,0.05219434,0.1159934,0.4782145,-0.04396228,0.2463218,-0.5066031,0.8245937,0.05219434,0.1036219,0.508638,0.08975209,-0.04171062,-0.4087485,0.6368548,-0.6523811,-0.007549606,0.4848172,0.1496666,-0.01540669,0.9428227,0.161133,0.2913495,0.02308913,0.2486727,0.07618609,0.09701478,0.9545065,0.1038369,0.2621522,-0.01279318,-0.01465444,0.007832555,-0.04923242,0.819666,-0.5163909,0.2430317,0.1809413,0.5713372,0.1127262,0.112814,-0.3103532,0.9436293,0.02275686,0.1922157,0.6518054,0.170666,-0.02874572,-0.09195199,0.9953139,-0.008304952,0.2210132,0.5306183,0.02802969,0.4892649,-0.004010746,0.5842751,0.6474769,0.3187537,0.5513754,-0.05279216,-0.107724,-0.6869704,-0.08897932,0.7131268,0.250244,0.3119019,-0.04496967,0.04205454,-0.7798104,-0.04741552,0.6227995,0.2520351,0.03969666,-0.07963739,0.1737355,-0.7604415,0.4587204,0.4255828
4000,0,0,0,6.657903E-08,0,0,1,0.06472469,0.2160734,-0.1967185,0.06249653,0.2839449,0.006984419,0.9567762,-0.000135839,0.2122949,-0.1547644,0.4381624,-0.4689339,0.7059797,-0.2995121,-0.00506901,0.36936,0.2266035,0.3725204,0.5220365,0.1542936,0.7515985,-0.07051677,0.09059802,-0.07161163,0.02318796,0.7530404,-0.6569031,-0.02950923,-0.07449032,0.0147536,0.04475448,0.02545687,0.7176473,-0.6954192,-0.02695888,-0.07531058,0.000569358,0.1153418,0.02545687,0.7176473,-0.6954192,-0.02695888,0.1295852,0.2198519,-0.2386726,0.2049781,-0.4988929,0.7401822,0.4015224,0.4591208,0.2940031,-0.0019382,0.5079473,0.1164884,-0.2462063,0.8171918,0.2438695,0.1445643,-0.3217173,-0.1967358,0.8518747,-0.3926885,-0.2853076,0.294372,0.02095307,-0.2832595,-0.2648667,0.7185512,-0.6029751,-0.223497,0.3405114,-0.0002634216,-0.2322158,-0.2648667,0.7185512,-0.6029751,-0.223497,0.04600066,0.3007959,-0.2180348,0.2784759,-0.2155634,0.9358479,0.013138,0.05648773,0.3665335,-0.1893137,0.2658407,-0.3670648,0.8907718,0.03343829,0.07495598,0.4193349,-0.1431916,0.2469065,-0.5061992,0.8246495,0.0524708,0.1161523,0.4783448,-0.04415674,0.2469065,-0.5061992,0.8246495,0.0524708,0.1039387,0.5088708,0.08954876,-0.04160627,-0.4088307,0.6367546,-0.6524343,-0.007214509,0.485015,0.1494832,-0.0151749,0.9428858,0.1610913,0.2911805,0.02329613,0.2488602,0.0759822,0.09694386,0.9545248,0.104029,0.262036,-0.01252896,-0.01445268,0.007543517,-0.04936842,0.8197433,-0.5162927,0.242953,0.1812656,0.5716147,0.1123755,0.1131321,-0.3101327,0.9436626,0.02281247,0.1925652,0.6521097,0.1702731,-0.02871798,-0.09192853,0.9953157,-0.008474214,0.2212448,0.5308418,0.02766107,0.4892116,-0.003950084,0.5845413,0.6472777,0.3189919,0.5516653,-0.05313577,-0.1076132,-0.6868557,-0.08925611,0.7132198,0.2504236,0.3122046,-0.04543734,0.04245841,-0.7797158,-0.04761402,0.6228758,0.2523154,0.04002817,-0.08032721,0.1732021,-0.7602556,0.4590407,0.425788
4010.002,0,0,0,6.657903E-08,0,0,1,0.064741,0.2160624,-0.1967235,0.06258742,0.2839125,0.007095363,0.9567791,-0.0001221374,0.2122638,-0.1547753,0.4381407,-0.4688271,0.7060204,-0.2996149,-0.005172327,0.3693607,0.226578,0.3724499,0.5219724,0.1544299,0.7516499,-0.07047877,0.09058999,-0.07165994,0.02331369,0.7529833,-0.6569592,-0.02962201,-0.07447663,0.01476579,0.04471849,0.02559204,0.7177046,-0.6953511,-0.02706495,-0.07530473,0.0005693878,0.1153033,0.02559204,0.7177046,-0.6953511,-0.02706495,0.1296041,0.219861,-0.2386718,0.2049517,-0.4989428,0.740204,0.4014337,0.4590904,0.2940298,-0.001874214,0.5079792,0.1164629,-0.2461243,0.8172004,0.2439003,0.1445844,-0.3216916,-0.1968194,0.8520063,-0.3925235,-0.2850839,0.2944115,0.02096186,-0.2832817,-0.2649035,0.7186813,-0.602899,-0.2232414,0.3405391,-0.0002640474,-0.2322311,-0.2649035,0.7186813,-0.602899,-0.2232414,0.04600533,0.3007871,-0.2180212,0.2783739,-0.2156663,0.935855,0.01309442,0.05648747,0.3665183,-0.1892839,0.2656677,-0.367177,0.890776,0.03346489,0.07495429,0.4193074,-0.1431473,0.2466668,-0.5063138,0.8246446,0.05256505,0.1161468,0.4782865,-0.04409249,0.2466668,-0.5063138,0.8246446,0.05256505,0.1039057,0.5088018,0.08961292,-0.04145829,-0.4089378,0.6366593,-0.6524693,-0.007222936,0.4849116,0.1495792,-0.0150171,0.9429121,0.1611034,0.2910966,0.02320886,0.2487564,0.07604696,0.09685489,0.9545404,0.1042199,0.2619359,-0.01254863,-0.01454398,0.007525323,-0.0494143,0.8197188,-0.5163794,0.2428414,0.1812541,0.5715076,0.1124713,0.1130857,-0.3101123,0.9436758,0.02275681,0.19254,0.6520056,0.1703674,-0.0285691,-0.09177016,0.9953324,-0.008676186,0.2212409,0.5307268,0.02776435,0.4891962,-0.003905261,0.5848577,0.6470032,0.3189937,0.5516418,-0.05300187,-0.1075633,-0.6866594,-0.0895778,0.7133757,0.2503319,0.3122044,-0.04541415,0.0422857,-0.7797756,-0.0480965,0.622775,0.251989,0.04004551,-0.08045077,0.1727591,-0.7599763,0.4594684,0.4260042
